No;full_text;username;tweet_normalized;skor_total;skor_positif;skor_negatif;n_match;n_total;kata_match;sentimen
216;kami percaya setiap anak berhak tumbuh kuat dan cerdas dengan program makan bergizi gratis kita bersama membuka jalan bagi masa depan yang lebih sehat mari saling menjaga memastikan tak ada piring yang kosong dan setiap langkah kecil menuju mimpi jadi lebih ringan;InfoMakan2;['percaya', 'anak', 'berhak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'bergizi', 'gratis', 'membuka', 'jalan', 'sehat', 'mari', 'menjaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan'];10.0;23.0;-13.0;12;20;[('percaya', 2.0), ('anak', -3.0), ('kuat', -3.0), ('makan', 1.0), ('gratis', 4.0), ('sehat', 4.0), ('mari', 4.0), ('menjaga', -3.0), ('kosong', -4.0), ('langkah', 4.0), ('mimpi', 2.0), ('ringan', 2.0)];Positif
217;kami percaya setiap anak berhak tumbuh kuat dan cerdas dengan program makan bergizi gratis kita bersama membuka jalan bagi masa depan yang lebih sehat mari saling menjaga memastikan tak ada piring yang kosong dan setiap langkah kecil menuju mimpi jadi lebih ringan;InfoMakan2;['percaya', 'anak', 'berhak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'bergizi', 'gratis', 'membuka', 'jalan', 'sehat', 'mari', 'menjaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan'];10.0;23.0;-13.0;12;20;[('percaya', 2.0), ('anak', -3.0), ('kuat', -3.0), ('makan', 1.0), ('gratis', 4.0), ('sehat', 4.0), ('mari', 4.0), ('menjaga', -3.0), ('kosong', -4.0), ('langkah', 4.0), ('mimpi', 2.0), ('ringan', 2.0)];Positif
218;kami percaya setiap anak berhak tumbuh kuat dan cerdas dengan program makan bergizi gratis kita bersama membuka jalan bagi masa depan yang lebih sehat mari saling menjaga memastikan tak ada piring yang kosong dan setiap langkah kecil menuju mimpi jadi lebih ringan;InfoMakan2;['percaya', 'anak', 'berhak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'bergizi', 'gratis', 'membuka', 'jalan', 'sehat', 'mari', 'menjaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan'];10.0;23.0;-13.0;12;20;[('percaya', 2.0), ('anak', -3.0), ('kuat', -3.0), ('makan', 1.0), ('gratis', 4.0), ('sehat', 4.0), ('mari', 4.0), ('menjaga', -3.0), ('kosong', -4.0), ('langkah', 4.0), ('mimpi', 2.0), ('ringan', 2.0)];Positif
219;ri targetkan swasembada telur amp daging ayam di setelah sukses swasembada beras amp jagung kini fokus beralih ke sektor peternakan pemerintah siapkan strategi khusus untuk memastikan pasokan aman dan berkelanjutan demi mendukung penuh program makan bergizi gratis mbg;cutewoman__;['ri', 'targetkan', 'swasembada', 'telur', 'daging', 'ayam', 'sukses', 'swasembada', 'beras', 'jagung', 'fokus', 'beralih', 'sektor', 'peternakan', 'pemerintah', 'siapkan', 'strategi', 'khusus', 'pasokan', 'aman', 'berkelanjutan', 'mendukung', 'penuh', 'program', 'makan', 'bergizi', 'gratis', 'mbg'];5.0;11.0;-6.0;6;28;[('sukses', 3.0), ('fokus', 3.0), ('beralih', -3.0), ('pasokan', -3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
220;program makan bergizi gratis mbg terus memberi dampak nyata dengan meningkatkan kesejahteraan anak sekolah dan memperkuat kualitas sumber daya manusia sejak dini sumber;Viviviviichan;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'dampak', 'nyata', 'meningkatkan', 'kesejahteraan', 'anak', 'sekolah', 'memperkuat', 'kualitas', 'sumber', 'daya', 'manusia', 'sumber'];16.0;22.0;-6.0;9;17;[('makan', 1.0), ('gratis', 4.0), ('dampak', -3.0), ('nyata', 4.0), ('anak', -3.0), ('sekolah', 3.0), ('memperkuat', 3.0), ('kualitas', 4.0), ('manusia', 3.0)];Positif
221;program makan bergizi gratis mbg kini menjangkau kelompok paling rentan lansia pemulung anak jalanan disabilitas hingga masyarakat miskin harapan baru mengalirtak boleh ada lagi warga indonesia yang kesulitan mendapatkan makanan bergizi pemenuhan gizi untuk semua;adeelinaimawn;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'menjangkau', 'kelompok', 'rentan', 'lansia', 'pemulung', 'anak', 'jalanan', 'disabilitas', 'masyarakat', 'miskin', 'harapan', 'mengalirtak', 'warga', 'indonesia', 'kesulitan', 'makanan', 'bergizi', 'pemenuhan', 'gizi'];-18.0;8.0;-26.0;9;24;[('makan', 1.0), ('gratis', 4.0), ('kelompok', -5.0), ('rentan', -4.0), ('anak', -3.0), ('jalanan', -4.0), ('miskin', -5.0), ('kesulitan', -5.0), ('makanan', 3.0)];Negatif
222;program makan bergizi gratis mbg kini diperluas untuk mencakup jutaan warga indonesia dengan penerima manfaat yang menyentuh kelompok paling rentan seperti lansia pemulung anak jalanan disabilitas hingga masyarakat miskin;waynirwana;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'diperluas', 'mencakup', 'jutaan', 'warga', 'indonesia', 'penerima', 'manfaat', 'menyentuh', 'kelompok', 'rentan', 'lansia', 'pemulung', 'anak', 'jalanan', 'disabilitas', 'masyarakat', 'miskin'];-9.0;12.0;-21.0;9;22;[('makan', 1.0), ('gratis', 4.0), ('penerima', 2.0), ('manfaat', 5.0), ('kelompok', -5.0), ('rentan', -4.0), ('anak', -3.0), ('jalanan', -4.0), ('miskin', -5.0)];Negatif
223;program makan bergizi gratis mbg kini benarbenar menyentuh nurani bangsa dari lansia pemulung hingga anak jalanansemua dirangkul agar tak ada lagi warga yang tidur dalam keadaan lapar harapan baru untuk indonesia yang lebih adil dan manusiawi;barisansopan;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'benarbenar', 'menyentuh', 'nurani', 'bangsa', 'lansia', 'pemulung', 'anak', 'jalanansemua', 'dirangkul', 'warga', 'tidur', 'lapar', 'harapan', 'indonesia', 'adil', 'manusiawi'];4.0;12.0;-8.0;6;21;[('makan', 1.0), ('gratis', 4.0), ('anak', -3.0), ('tidur', 3.0), ('lapar', -5.0), ('adil', 4.0)];Positif
224;mbg ada harapan baru bagi jutaan warga program makan bergizi gratis mbg kini menjangkau lansia pemulung anak jalanan hingga masyarakat miskin memastikan setiap anak bisa makan bergizi agar tumbuh dengan baik pendidikan dan tenaga penggerak masyarakat diprioritaskan;nauna_masa;['mbg', 'harapan', 'jutaan', 'warga', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menjangkau', 'lansia', 'pemulung', 'anak', 'jalanan', 'masyarakat', 'miskin', 'anak', 'makan', 'bergizi', 'tumbuh', 'pendidikan', 'tenaga', 'penggerak', 'masyarakat', 'diprioritaskan'];-6.0;9.0;-15.0;8;25;[('makan', 1.0), ('gratis', 4.0), ('anak', -3.0), ('jalanan', -4.0), ('miskin', -5.0), ('anak', -3.0), ('makan', 1.0), ('tenaga', 3.0)];Negatif
225;visi utama program makan bergizi gratis mbg adalah memastikan semua anak indonesia mendapat asupan gizi yang cukup untuk tumbuh optimalprogram ini menjadi pilar penting dalam upaya pemerintah menjamin kesehatan generasi penerus bangsa;nafian1010;['visi', 'utama', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'anak', 'indonesia', 'asupan', 'gizi', 'tumbuh', 'optimalprogram', 'pilar', 'upaya', 'pemerintah', 'menjamin', 'kesehatan', 'generasi', 'penerus', 'bangsa'];-8.0;7.0;-15.0;7;21;[('visi', 2.0), ('makan', 1.0), ('gratis', 4.0), ('anak', -3.0), ('upaya', -4.0), ('menjamin', -5.0), ('generasi', -3.0)];Negatif
226;program makan bergizi gratis kini menyentuh lansia dan anak jalanan membawa harapan baru bagi jutaan warga indonesia yang membutuhkan uluran tangan pemerintah;PrayogaAditam;['program', 'makan', 'bergizi', 'gratis', 'menyentuh', 'lansia', 'anak', 'jalanan', 'membawa', 'harapan', 'jutaan', 'warga', 'indonesia', 'membutuhkan', 'uluran', 'tangan', 'pemerintah'];2.0;9.0;-7.0;6;17;[('makan', 1.0), ('gratis', 4.0), ('anak', -3.0), ('jalanan', -4.0), ('uluran', 3.0), ('tangan', 1.0)];Positif
227;harapan baru terus mengalir program makan bergizi gratis kini menyentuh lansia pemulung anak jalanan hingga kelompok paling rentan semua berhak makan layak dan bergizi;berthasintia;['harapan', 'mengalir', 'program', 'makan', 'bergizi', 'gratis', 'menyentuh', 'lansia', 'pemulung', 'anak', 'jalanan', 'kelompok', 'rentan', 'berhak', 'makan', 'layak', 'bergizi'];-15.0;6.0;-21.0;8;17;[('makan', 1.0), ('gratis', 4.0), ('anak', -3.0), ('jalanan', -4.0), ('kelompok', -5.0), ('rentan', -4.0), ('makan', 1.0), ('layak', -5.0)];Negatif
228;sebuah insiden tragis terekam dalam video yang beredar luas di media sosial memperlihatkan mobil pengangkut makanan program makan bergizi gratis mbg menabrak murid di sdn kalibaru jakarta utara mobil tersebut dilaporkan menerobos pagar sekolah dan menabrak sekelompok;pikiran_rakyat;['insiden', 'tragis', 'terekam', 'video', 'beredar', 'luas', 'media', 'sosial', 'mobil', 'pengangkut', 'makanan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menabrak', 'siswa', 'sdn', 'kalibaru', 'jakarta', 'utara', 'mobil', 'dilaporkan', 'menerobos', 'pagar', 'sekolah', 'menabrak', 'sekelompok'];16.0;26.0;-10.0;14;29;[('insiden', -4.0), ('beredar', 2.0), ('luas', 3.0), ('sosial', 4.0), ('mobil', 1.0), ('pengangkut', 1.0), ('makanan', 3.0), ('makan', 1.0), ('gratis', 4.0), ('menabrak', -3.0), ('siswa', 3.0), ('mobil', 1.0), ('sekolah', 3.0), ('menabrak', -3.0)];Positif
229;sebuah mobil operasional program makan bergizi gratis mbg menabrak sejumlah siswa dan satu guru di sdn kalibaru cilincing jakarta utara pada kamis pagi insiden ini menyebabkan orang korban lukaluka terdiri dari siswa dan guru;KangDien_Wae;['mobil', 'operasional', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menabrak', 'siswa', 'guru', 'sdn', 'kalibaru', 'cilincing', 'jakarta', 'utara', 'kamis', 'pagi', 'insiden', 'menyebabkan', 'orang', 'korban', 'lukaluka', 'siswa', 'guru'];4.0;18.0;-14.0;11;24;[('mobil', 1.0), ('makan', 1.0), ('gratis', 4.0), ('menabrak', -3.0), ('siswa', 3.0), ('guru', 3.0), ('pagi', -3.0), ('insiden', -4.0), ('korban', -4.0), ('siswa', 3.0), ('guru', 3.0)];Positif
230;mobil operasional program makan bergizi gratis mbg menerobos masuk ke halaman sdn kalibaru pagi cilincing jakarta utara dan menabrak orang akibat kejadian ini sebanyak siswa dan guru mengalami luka kepolisian daerah metro jaya menyebut dari total korban;NarasiNewsroom;['mobil', 'operasional', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menerobos', 'masuk', 'halaman', 'sdn', 'kalibaru', 'pagi', 'cilincing', 'jakarta', 'utara', 'menabrak', 'orang', 'akibat', 'kejadian', 'siswa', 'guru', 'mengalami', 'luka', 'kepolisian', 'daerah', 'metro', 'jaya', 'menyebut', 'total', 'korban'];4.0;25.0;-21.0;15;31;[('mobil', 1.0), ('makan', 1.0), ('gratis', 4.0), ('masuk', -3.0), ('pagi', -3.0), ('menabrak', -3.0), ('akibat', -3.0), ('kejadian', 3.0), ('siswa', 3.0), ('guru', 3.0), ('mengalami', 3.0), ('luka', -5.0), ('jaya', 4.0), ('menyebut', 3.0), ('korban', -4.0)];Positif
231;program makan bergizi gratis memberikan energi baru bagi anakanak demi menyongsong masa depan yang sukses dan berguna dukung terus program mbg;Bangsaindo_;['program', 'makan', 'bergizi', 'gratis', 'energi', 'anakanak', 'menyongsong', 'sukses', 'berguna', 'dukung', 'program', 'mbg'];18.0;20.0;-2.0;7;12;[('makan', 1.0), ('gratis', 4.0), ('energi', 3.0), ('menyongsong', -2.0), ('sukses', 3.0), ('berguna', 5.0), ('dukung', 4.0)];Positif
232;kukar bhabinkamtibmas polsek anggana briptu zidan nur alif menghadiri kegiatan launching satuan pelayanan pemenuhan gizi sppg dan distribusi perdana program makan bergizi gratis mbg periode  yang digelar di yayasan fimizoe mohammad zulkifli;Polsektenggaro1;['kukar', 'bhabinkamtibmas', 'polsek', 'anggana', 'briptu', 'zidan', 'nur', 'alif', 'menghadiri', 'kegiatan', 'launching', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'sppg', 'distribusi', 'perdana', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'periode', 'digelar', 'yayasan', 'fimizoe', 'mohammad', 'zulkifli'];14.0;14.0;0.0;5;29;[('kegiatan', 3.0), ('pelayanan', 3.0), ('distribusi', 3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
233;horor di sd cilincing mobil program makan bergizi gratis nyelonong masuk halaman sekolah korban berjatuhansedih;kalderanews;['seram', 'sd', 'cilincing', 'mobil', 'program', 'makan', 'bergizi', 'gratis', 'nyelonong', 'masuk', 'halaman', 'sekolah', 'korban', 'berjatuhansedih'];-2.0;9.0;-11.0;7;14;[('seram', -4.0), ('mobil', 1.0), ('makan', 1.0), ('gratis', 4.0), ('masuk', -3.0), ('sekolah', 3.0), ('korban', -4.0)];Negatif
234;danrem makutarama tinjau program makan bergizi gratis di smk bina utama kendal;KoremMakutarama;['danrem', 'makutarama', 'tinjau', 'program', 'makan', 'bergizi', 'gratis', 'smk', 'bina', 'utama', 'kendal'];5.0;5.0;0.0;2;11;[('makan', 1.0), ('gratis', 4.0)];Positif
235;seluruh pelajar sdn kalibaru jakarta utara langsung dipulangkan menyusul insiden tragis mobil pengangkut program makan bergizi gratis mbg menabrak pelajar kamis hal ini disampaikan turah wakil kepala sekolah sdn kalibaru setelah kejadian siswa yang;SINDOnews;['pelajar', 'sdn', 'kalibaru', 'jakarta', 'utara', 'langsung', 'dipulangkan', 'menyusul', 'insiden', 'tragis', 'mobil', 'pengangkut', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menabrak', 'pelajar', 'kamis', 'turah', 'wakil', 'kepala', 'sekolah', 'sdn', 'kalibaru', 'kejadian', 'siswa'];14.0;21.0;-7.0;12;28;[('pelajar', 1.0), ('langsung', 3.0), ('insiden', -4.0), ('mobil', 1.0), ('pengangkut', 1.0), ('makan', 1.0), ('gratis', 4.0), ('menabrak', -3.0), ('pelajar', 1.0), ('sekolah', 3.0), ('kejadian', 3.0), ('siswa', 3.0)];Positif
236;sufmi dasco juga menyampaikan apresiasi atas dukungan masyarakat terhadap programprogram pemerintahan presiden prabowo subianto terutama program makan bergizi gratis mbg yang digulirkan untuk membangun generasi muda yang lebih sehat dan kuat;bbahtiarr;['sufmi', 'dasco', 'apresiasi', 'dukungan', 'masyarakat', 'programprogram', 'pemerintahan', 'presiden', 'prabowo', 'subianto', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'digulirkan', 'membangun', 'generasi', 'muda', 'sehat', 'kuat'];8.0;16.0;-8.0;8;21;[('dukungan', 4.0), ('presiden', 3.0), ('makan', 1.0), ('gratis', 4.0), ('generasi', -3.0), ('muda', -2.0), ('sehat', 4.0), ('kuat', -3.0)];Positif
237;program makan bergizi gratis mbg hadir untuk meningkatkan status gizi generasi muda melalui pemberian makanan bergizi gratis dan kolaborasi lintas sektor secara berkelanjutan;ravidnath;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'hadir', 'meningkatkan', 'status', 'gizi', 'generasi', 'muda', 'pemberian', 'makanan', 'bergizi', 'gratis', 'kolaborasi', 'lintas', 'sektor', 'berkelanjutan'];1.0;12.0;-11.0;8;19;[('makan', 1.0), ('gratis', 4.0), ('hadir', -3.0), ('generasi', -3.0), ('muda', -2.0), ('pemberian', -3.0), ('makanan', 3.0), ('gratis', 4.0)];Positif
238;babinsa koramil bener dampingi pelaksanaan makan bergizi gratis babinsa koramil bener kodim purworejo melakukan pendampingan pembagian program makan bergizi gratis mbg di sekolahan wilayah binaan;13_bener;['babinsa', 'koramil', 'benar', 'dampingi', 'pelaksanaan', 'makan', 'bergizi', 'gratis', 'babinsa', 'koramil', 'benar', 'kodim', 'purworejo', 'pendampingan', 'pembagian', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'sekolahan', 'wilayah', 'binaan'];-2.0;10.0;-12.0;7;23;[('benar', -4.0), ('pelaksanaan', -4.0), ('makan', 1.0), ('gratis', 4.0), ('benar', -4.0), ('makan', 1.0), ('gratis', 4.0)];Negatif
239;tragedi mobil pengantar makanan mbg yang tabrak siswa sd di cilincing jakarta utara adalah bentuk kelalaian pemerintah terkait program mbg hentikan program dan evaluasi total program makan bergizi gratis mbg adalah satusatunya cara agar berbagai insiden yang merugikan;konde_co;['tragedi', 'mobil', 'pengantar', 'makanan', 'mbg', 'tabrak', 'siswa', 'sd', 'cilincing', 'jakarta', 'utara', 'bentuk', 'kelalaian', 'pemerintah', 'terkait', 'program', 'mbg', 'hentikan', 'program', 'evaluasi', 'total', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'satusatunya', 'insiden', 'merugikan'];1.0;16.0;-15.0;10;29;[('tragedi', -5.0), ('mobil', 1.0), ('makanan', 3.0), ('tabrak', -3.0), ('siswa', 3.0), ('bentuk', 4.0), ('terkait', -3.0), ('makan', 1.0), ('gratis', 4.0), ('insiden', -4.0)];Positif
240;wakil presiden wapres gibran rakabuming raka meminta aparat penegak hukum mengusut tuntas insiden mobil pengangkut makanan program makan bergizi gratis mbg yang menabrak siswa dan guru sdn kalibaru cilincing jakarta utara kamis kecelakaan tersebut;Melihat_Indo;['wakil', 'presiden', 'wapres', 'gibran', 'rakabuming', 'raka', 'aparat', 'penegak', 'hukum', 'mengusut', 'tuntas', 'insiden', 'mobil', 'pengangkut', 'makanan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menabrak', 'siswa', 'guru', 'sdn', 'kalibaru', 'cilincing', 'jakarta', 'utara', 'kamis', 'kecelakaan'];9.0;24.0;-15.0;14;30;[('presiden', 3.0), ('aparat', -3.0), ('hukum', 3.0), ('tuntas', 2.0), ('insiden', -4.0), ('mobil', 1.0), ('pengangkut', 1.0), ('makanan', 3.0), ('makan', 1.0), ('gratis', 4.0), ('menabrak', -3.0), ('siswa', 3.0), ('guru', 3.0), ('kecelakaan', -5.0)];Positif
241;horor di sd cilincing mobil program makan bergizi gratis nyelonong masuk halaman sekolah korban berjatuhanparah sih drivernya;kalderanews;['seram', 'sd', 'cilincing', 'mobil', 'program', 'makan', 'bergizi', 'gratis', 'nyelonong', 'masuk', 'halaman', 'sekolah', 'korban', 'berjatuhanparah', 'drivernya'];-2.0;9.0;-11.0;7;15;[('seram', -4.0), ('mobil', 1.0), ('makan', 1.0), ('gratis', 4.0), ('masuk', -3.0), ('sekolah', 3.0), ('korban', -4.0)];Negatif
242;wakil presiden gibran rakabuming raka menyambangi rsud cilincing dan rsud koja jakarta utara kamis sore kedatangannya dilakukan untuk menjenguk para pelajar sdn kalibaru yang menjadi korban tabrakan mobil pengangkut program makan bergizi gratis mbg;SINDOnews;['wakil', 'presiden', 'gibran', 'rakabuming', 'raka', 'menyambangi', 'rsud', 'cilincing', 'rsud', 'koja', 'jakarta', 'utara', 'kamis', 'sore', 'kedatangannya', 'menjenguk', 'pelajar', 'sdn', 'kalibaru', 'korban', 'tabrakan', 'mobil', 'pengangkut', 'program', 'makan', 'bergizi', 'gratis', 'mbg'];3.0;11.0;-8.0;8;28;[('presiden', 3.0), ('menjenguk', -4.0), ('pelajar', 1.0), ('korban', -4.0), ('mobil', 1.0), ('pengangkut', 1.0), ('makan', 1.0), ('gratis', 4.0)];Positif
243;kemendikdasmen dorong penguatan implementasi program makan bergizi gratis;MyInfoID;['kemendikdasmen', 'dorong', 'penguatan', 'implementasi', 'program', 'makan', 'bergizi', 'gratis'];1.0;5.0;-4.0;3;8;[('implementasi', -4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
244;menginjak setahun implementasi program mbg sudah semestinya evaluasi total dilakukan untuk mengukur capaian secara objektif celios mengundang seluruh masyarakat untuk hadir dalam peluncuran studi mengenai evaluasi tahun program makan bergizi gratis dengan beberapa temuan;barengwarga;['menginjak', 'setahun', 'implementasi', 'program', 'mbg', 'semestinya', 'evaluasi', 'total', 'mengukur', 'capaian', 'objektif', 'celios', 'mengundang', 'masyarakat', 'hadir', 'peluncuran', 'studi', 'evaluasi', 'program', 'makan', 'bergizi', 'gratis', 'temuan'];7.0;17.0;-10.0;8;23;[('menginjak', -3.0), ('implementasi', -4.0), ('capaian', 4.0), ('objektif', 4.0), ('hadir', -3.0), ('studi', 4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
245;menko pm cak imin merespons insiden mobil sppg pengangkut makanan program makan bergizi gratis mbg yang menabrak siswa dan guru di lingkungan sdn kalibaru;tvOneNews;['menko', 'pm', 'cak', 'imin', 'merespons', 'insiden', 'mobil', 'sppg', 'pengangkut', 'makanan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menabrak', 'siswa', 'guru', 'lingkungan', 'sdn', 'kalibaru'];12.0;19.0;-7.0;10;21;[('insiden', -4.0), ('mobil', 1.0), ('pengangkut', 1.0), ('makanan', 3.0), ('makan', 1.0), ('gratis', 4.0), ('menabrak', -3.0), ('siswa', 3.0), ('guru', 3.0), ('lingkungan', 3.0)];Positif
246;presiden prabowo perluas manfaat program makan bergizi gratis guru swasta hingga honorer kini termasuk penerima;klikaktual;['presiden', 'prabowo', 'perluas', 'manfaat', 'program', 'makan', 'bergizi', 'gratis', 'guru', 'swasta', 'honorer', 'penerima'];18.0;18.0;0.0;6;12;[('presiden', 3.0), ('manfaat', 5.0), ('makan', 1.0), ('gratis', 4.0), ('guru', 3.0), ('penerima', 2.0)];Positif
247;kirain dulu mbg ini program peningkatan gizi masyarakat ternyata peningkatan lifestyle bgn lahir dari janji kampanye mulia anakanak indonesia harus makan bergizi stunting harus turun generasi emas bgn dibentuk khusus untuk program makan bergizi gratis yang dijanjikan;13_iwaN;['kirain', 'mbg', 'program', 'peningkatan', 'gizi', 'masyarakat', 'peningkatan', 'lifestyle', 'bgn', 'lahir', 'janji', 'kampanye', 'mulia', 'anakanak', 'indonesia', 'makan', 'bergizi', 'stunting', 'turun', 'generasi', 'emas', 'bgn', 'dibentuk', 'khusus', 'program', 'makan', 'bergizi', 'gratis', 'dijanjikan'];6.0;12.0;-6.0;7;29;[('lahir', 3.0), ('kampanye', 3.0), ('makan', 1.0), ('turun', -3.0), ('generasi', -3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
248;rp triliun buat program makan bergizi gratis katanya demi anakanak biar gak kekurangan gizi tapi yang dibelanjain kaos kaki semir sepatu barangbarang random ini program gizi atau proyek gragas di lapangan masih banyak anak sekolah pakai kaos kaki bolong diikat;bangherwin;['rp', 'triliun', 'program', 'makan', 'bergizi', 'gratis', 'anakanak', 'kekurangan', 'gizi', 'dibelanjain', 'kaos', 'kaki', 'semir', 'sepatu', 'barangbarang', 'random', 'program', 'gizi', 'proyek', 'gragas', 'lapangan', 'anak', 'sekolah', 'pakai', 'kaos', 'kaki', 'bolong', 'diikat'];-7.0;14.0;-21.0;11;28;[('makan', 1.0), ('gratis', 4.0), ('kekurangan', -3.0), ('kaos', -4.0), ('sepatu', 3.0), ('random', -4.0), ('lapangan', 3.0), ('anak', -3.0), ('sekolah', 3.0), ('kaos', -4.0), ('bolong', -3.0)];Negatif
249;arah kebijakan program makan bergizi gratis mbg kini mengalami pergeseran signifikan presiden prabowo subianto meminta agar program unggulan tersebut tidak lagi diberikan secara universal melainkan difokuskan secara spesifik kepada anakanak yang mengalami kekurangan gizi dan;NalarTumpul;['arah', 'kebijakan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'mengalami', 'pergeseran', 'signifikan', 'presiden', 'prabowo', 'subianto', 'program', 'unggulan', 'universal', 'difokuskan', 'spesifik', 'anakanak', 'mengalami', 'kekurangan', 'gizi'];20.0;27.0;-7.0;10;22;[('arah', -4.0), ('kebijakan', 3.0), ('makan', 1.0), ('gratis', 4.0), ('mengalami', 3.0), ('pergeseran', 5.0), ('presiden', 3.0), ('unggulan', 5.0), ('mengalami', 3.0), ('kekurangan', -3.0)];Positif
250;pemerintah menyiapkan unit rumah subsidi bagi karyawan program makan bergizi gratis mbg melalui skema fasilitas likuiditas pembiayaan perumahan flpp dengan uang muka mulai sekitar rp juta kebijakan ini untuk meningkatkan kesejahteraan karyawan sekaligus mendukung;99propaganda;['pemerintah', 'unit', 'rumah', 'subsidi', 'karyawan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'skema', 'fasilitas', 'likuiditas', 'pembiayaan', 'perumahan', 'flpp', 'uang', 'muka', 'rp', 'juta', 'kebijakan', 'meningkatkan', 'kesejahteraan', 'karyawan', 'mendukung'];11.0;19.0;-8.0;9;25;[('unit', -4.0), ('rumah', 3.0), ('karyawan', 3.0), ('makan', 1.0), ('gratis', 4.0), ('fasilitas', -4.0), ('juta', 2.0), ('kebijakan', 3.0), ('karyawan', 3.0)];Positif
251;seorang kreator viral menyoroti dampak program makan bergizi gratis mbg melalui drama tentang warung sekolah yang kehilangan pelanggan sejumlah umkm mengaku omzet menurun sejak program berjalan selain itu distribusi bahan pokok makin terpusat ke pemasok besar harga di;sosmedkeras;['kreator', 'viral', 'menyoroti', 'dampak', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'drama', 'warung', 'sekolah', 'kehilangan', 'pelanggan', 'umkm', 'mengaku', 'omzet', 'menurun', 'program', 'berjalan', 'distribusi', 'bahan', 'pokok', 'terpusat', 'pemasok', 'harga'];4.0;21.0;-17.0;12;26;[('dampak', -3.0), ('makan', 1.0), ('gratis', 4.0), ('drama', -4.0), ('sekolah', 3.0), ('kehilangan', -4.0), ('pelanggan', 4.0), ('menurun', -3.0), ('distribusi', 3.0), ('bahan', -3.0), ('pokok', 3.0), ('harga', 3.0)];Positif
252;kepala bgn menyebut ratarata iq indonesia dan menargetkan peningkatan lewat program makan bergizi gratis program ini fokus pada hari pertama dan usia sekolah untuk mencegah stunting serta mendukung tumbuh kembang baca selengkapnya rk;kompascom;['kepala', 'bgn', 'menyebut', 'ratarata', 'iq', 'indonesia', 'menargetkan', 'peningkatan', 'program', 'makan', 'bergizi', 'gratis', 'program', 'fokus', 'usia', 'sekolah', 'mencegah', 'stunting', 'mendukung', 'tumbuh', 'kembang', 'baca', 'selengkapnya', 'rk'];16.0;21.0;-5.0;9;24;[('menyebut', 3.0), ('makan', 1.0), ('gratis', 4.0), ('fokus', 3.0), ('sekolah', 3.0), ('mencegah', -5.0), ('kembang', 3.0), ('baca', 3.0), ('selengkapnya', 1.0)];Positif
253;kepala badan gizi nasional bgn dadan hindayana mengatakan pemerintah melakukan intervensi menyeluruh kepada anakanak indonesia melalui program makan bergizi gratis mbg baca selengkapnya di ac;kompascom;['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dadan', 'hindayana', 'pemerintah', 'intervensi', 'anakanak', 'indonesia', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'baca', 'selengkapnya', 'ac'];6.0;9.0;-3.0;5;19;[('badan', -3.0), ('makan', 1.0), ('gratis', 4.0), ('baca', 3.0), ('selengkapnya', 1.0)];Positif
