,No,full_text,username,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized,tweet_tokens_stemmed
418,419,min peenah denger program yg dia kasih nama makan bergizi gratis,aysareed,"['min', 'peenah', 'denger', 'program', 'yg', 'dia', 'kasih', 'nama', 'makan', 'bergizi', 'gratis']",<FreqDist with 11 samples and 11 outcomes>,"['min', 'peenah', 'denger', 'program', 'kasih', 'nama', 'makan', 'bergizi', 'gratis']","['admin', 'peenah', 'dengar', 'program', 'kasih', 'nama', 'makan', 'bergizi', 'gratis']","['admin', 'peenah', 'dengar', 'program', 'kasih', 'nama', 'makan', 'gizi', 'gratis']"
419,420,kepala badan gizi nasional bgn mendorong perguruan tinggi ikut terlibat dalam pembangunan dapur program makan bergizi gratis mbg kampus dinilai memiliki sumber daya pengetahuan dan kapasitas untuk membantu memperluas jangkauan sekaligus meningkatkan kualitas pelaksanaan,wartadewan,"['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'mendorong', 'perguruan', 'tinggi', 'ikut', 'terlibat', 'dalam', 'pembangunan', 'dapur', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kampus', 'dinilai', 'memiliki', 'sumber', 'daya', 'pengetahuan', 'dan', 'kapasitas', 'untuk', 'membantu', 'memperluas', 'jangkauan', 'sekaligus', 'meningkatkan', 'kualitas', 'pelaksanaan']",<FreqDist with 34 samples and 34 outcomes>,"['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'mendorong', 'perguruan', 'terlibat', 'pembangunan', 'dapur', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kampus', 'dinilai', 'memiliki', 'sumber', 'daya', 'pengetahuan', 'kapasitas', 'membantu', 'memperluas', 'jangkauan', 'meningkatkan', 'kualitas', 'pelaksanaan']","['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'mendorong', 'perguruan', 'terlibat', 'pembangunan', 'dapur', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kampus', 'dinilai', 'memiliki', 'sumber', 'daya', 'pengetahuan', 'kapasitas', 'membantu', 'memperluas', 'jangkauan', 'meningkatkan', 'kualitas', 'pelaksanaan']","['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dorong', 'guru', 'libat', 'bangun', 'dapur', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'kampus', 'nilai', 'milik', 'sumber', 'daya', 'tahu', 'kapasitas', 'bantu', 'luas', 'jangkau', 'tingkat', 'kualitas', 'laksana']"
420,421,baca di sini kepala badan gizi nasional dadan hindayana menyatakan program studi gizi kini sangat diminati seiring besarnya kebutuhan tenaga ahli untuk program makan bergizi gratis mbg setiap unit satuan pelayanan pemenuhan gizi wajib memiliki,kompascom,"['baca', 'di', 'sini', 'kepala', 'badan', 'gizi', 'nasional', 'dadan', 'hindayana', 'menyatakan', 'program', 'studi', 'gizi', 'kini', 'sangat', 'diminati', 'seiring', 'besarnya', 'kebutuhan', 'tenaga', 'ahli', 'untuk', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'setiap', 'unit', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'wajib', 'memiliki']",<FreqDist with 32 samples and 35 outcomes>,"['baca', 'kepala', 'badan', 'gizi', 'nasional', 'dadan', 'hindayana', 'program', 'studi', 'gizi', 'diminati', 'seiring', 'besarnya', 'kebutuhan', 'tenaga', 'ahli', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'unit', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'wajib', 'memiliki']","['baca', 'kepala', 'badan', 'gizi', 'nasional', 'dadan', 'hindayana', 'program', 'studi', 'gizi', 'diminati', 'seiring', 'besarnya', 'kebutuhan', 'tenaga', 'ahli', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'unit', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'wajib', 'memiliki']","['baca', 'kepala', 'badan', 'gizi', 'nasional', 'dad', 'hindayana', 'program', 'studi', 'gizi', 'mati', 'iring', 'besar', 'butuh', 'tenaga', 'ahli', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'unit', 'satu', 'layan', 'penuh', 'gizi', 'wajib', 'milik']"
421,422,program makan bergizi gratis terbukti membuka banyak lapangan kerja baru bagi para ahli gizi di seluruh pelosok indonesia demi menjamin kualitas asupan anak bangsa phuwin tommyhilfiger my,venusdocxx,"['program', 'makan', 'bergizi', 'gratis', 'terbukti', 'membuka', 'banyak', 'lapangan', 'kerja', 'baru', 'bagi', 'para', 'ahli', 'gizi', 'di', 'seluruh', 'pelosok', 'indonesia', 'demi', 'menjamin', 'kualitas', 'asupan', 'anak', 'bangsa', 'phuwin', 'tommyhilfiger', 'my']",<FreqDist with 27 samples and 27 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'terbukti', 'membuka', 'lapangan', 'kerja', 'ahli', 'gizi', 'pelosok', 'indonesia', 'menjamin', 'kualitas', 'asupan', 'anak', 'bangsa', 'phuwin', 'tommyhilfiger', 'my']","['program', 'makan', 'bergizi', 'gratis', 'terbukti', 'membuka', 'lapangan', 'kerja', 'ahli', 'gizi', 'pelosok', 'indonesia', 'menjamin', 'kualitas', 'asupan', 'anak', 'bangsa', 'phuwin', 'tommyhilfiger', 'punyaku']","['program', 'makan', 'gizi', 'gratis', 'bukti', 'buka', 'lapang', 'kerja', 'ahli', 'gizi', 'pelosok', 'indonesia', 'jamin', 'kualitas', 'asupan', 'anak', 'bangsa', 'phuwin', 'tommyhilfiger', 'punya']"
422,423,anggaran program makan bergizi gratis mbg berpotensi menjadi beban bagi generasi yang menikmatinya saat ini di masa depan terutama jika pendanaannya bersumber dari utang negara yang menumpuk mereka yang suka adalah mereka yg bodoh yg tidak paham beban mereka di masa depan,Hyuga_2018,"['anggaran', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'berpotensi', 'menjadi', 'beban', 'bagi', 'generasi', 'yang', 'menikmatinya', 'saat', 'ini', 'di', 'masa', 'depan', 'terutama', 'jika', 'pendanaannya', 'bersumber', 'dari', 'utang', 'negara', 'yang', 'menumpuk', 'mereka', 'yang', 'suka', 'adalah', 'mereka', 'yg', 'bodoh', 'yg', 'tidak', 'paham', 'beban', 'mereka', 'di', 'masa', 'depan']",<FreqDist with 33 samples and 42 outcomes>,"['anggaran', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'berpotensi', 'beban', 'generasi', 'menikmatinya', 'pendanaannya', 'bersumber', 'utang', 'negara', 'menumpuk', 'suka', 'bodoh', 'paham', 'beban']","['anggaran', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'berpotensi', 'beban', 'generasi', 'menikmatinya', 'pendanaannya', 'bersumber', 'utang', 'negara', 'menumpuk', 'suka', 'bodoh', 'paham', 'beban']","['anggar', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'potensi', 'beban', 'generasi', 'nikmat', 'dana', 'sumber', 'utang', 'negara', 'tumpuk', 'suka', 'bodoh', 'paham', 'beban']"
423,424,presiden prabowo subianto menegaskan bahwa hingga saat ini banyak negara belajar program makan bergizi gratis,zahrudin194245,"['presiden', 'prabowo', 'subianto', 'menegaskan', 'bahwa', 'hingga', 'saat', 'ini', 'banyak', 'negara', 'belajar', 'program', 'makan', 'bergizi', 'gratis']",<FreqDist with 15 samples and 15 outcomes>,"['presiden', 'prabowo', 'subianto', 'negara', 'belajar', 'program', 'makan', 'bergizi', 'gratis']","['presiden', 'prabowo', 'subianto', 'negara', 'belajar', 'program', 'makan', 'bergizi', 'gratis']","['presiden', 'prabowo', 'subianto', 'negara', 'ajar', 'program', 'makan', 'gizi', 'gratis']"
424,425,konstitusi kita unik apbn wajib untuk pendidikan tapi kenapa sekarang mau dirampok buat program makan bergizi gratis para ahli hukum sudah bersuara di mk ini inkonstitusional jangan sampai dana masa depan anak bangsa dipangkas demi kepentingan pragmatis atwogang,YudhaShanny2,"['konstitusi', 'kita', 'unik', 'apbn', 'wajib', 'untuk', 'pendidikan', 'tapi', 'kenapa', 'sekarang', 'mau', 'dirampok', 'buat', 'program', 'makan', 'bergizi', 'gratis', 'para', 'ahli', 'hukum', 'sudah', 'bersuara', 'di', 'mk', 'ini', 'inkonstitusional', 'jangan', 'sampai', 'dana', 'masa', 'depan', 'anak', 'bangsa', 'dipangkas', 'demi', 'kepentingan', 'pragmatis', 'atwogang']",<FreqDist with 38 samples and 38 outcomes>,"['konstitusi', 'unik', 'apbn', 'wajib', 'pendidikan', 'dirampok', 'program', 'makan', 'bergizi', 'gratis', 'ahli', 'hukum', 'bersuara', 'mk', 'inkonstitusional', 'dana', 'anak', 'bangsa', 'dipangkas', 'kepentingan', 'pragmatis', 'atwogang']","['konstitusi', 'unik', 'apbn', 'wajib', 'pendidikan', 'dirampok', 'program', 'makan', 'bergizi', 'gratis', 'ahli', 'hukum', 'bersuara', 'mk', 'inkonstitusional', 'dana', 'anak', 'bangsa', 'dipangkas', 'kepentingan', 'pragmatis', 'atwogang']","['konstitusi', 'unik', 'apbn', 'wajib', 'didik', 'rampok', 'program', 'makan', 'gizi', 'gratis', 'ahli', 'hukum', 'suara', 'mk', 'inkonstitusional', 'dana', 'anak', 'bangsa', 'pangkas', 'penting', 'pragmatis', 'atwogang']"
425,426,postverzet program makan bergizi gratis seharusnya melindungi hak gizi anakanak indonesia namun kasus keracunan massal menunjukkan lemahnya pengawasan dan regulasi di era prabowo subianto negara wajib memastikan makanan yang aman pengawasan yang ketat dan sanksi tegas,LPMJustissica,"['postverzet', 'program', 'makan', 'bergizi', 'gratis', 'seharusnya', 'melindungi', 'hak', 'gizi', 'anakanak', 'indonesia', 'namun', 'kasus', 'keracunan', 'massal', 'menunjukkan', 'lemahnya', 'pengawasan', 'dan', 'regulasi', 'di', 'era', 'prabowo', 'subianto', 'negara', 'wajib', 'memastikan', 'makanan', 'yang', 'aman', 'pengawasan', 'yang', 'ketat', 'dan', 'sanksi', 'tegas']",<FreqDist with 33 samples and 36 outcomes>,"['postverzet', 'program', 'makan', 'bergizi', 'gratis', 'melindungi', 'hak', 'gizi', 'anakanak', 'indonesia', 'keracunan', 'massal', 'lemahnya', 'pengawasan', 'regulasi', 'era', 'prabowo', 'subianto', 'negara', 'wajib', 'makanan', 'aman', 'pengawasan', 'ketat', 'sanksi']","['postverzet', 'program', 'makan', 'bergizi', 'gratis', 'melindungi', 'hak', 'gizi', 'anakanak', 'indonesia', 'keracunan', 'massal', 'lemahnya', 'pengawasan', 'regulasi', 'era', 'prabowo', 'subianto', 'negara', 'wajib', 'makanan', 'aman', 'pengawasan', 'ketat', 'sanksi']","['postverzet', 'program', 'makan', 'gizi', 'gratis', 'lindung', 'hak', 'gizi', 'anakanak', 'indonesia', 'racun', 'massal', 'lemah', 'awas', 'regulasi', 'era', 'prabowo', 'subianto', 'negara', 'wajib', 'makan', 'aman', 'awas', 'ketat', 'sanksi']"
426,427,insentif sppg rp juta per hari dukung operasional dapur dan standar gizi demi sajian makan bergizi gratis berkualitas setiap hari bagi anakanak krl commuter line diana pungky jule bekasi yordania yaman,soofivyn,"['insentif', 'sppg', 'rp', 'juta', 'per', 'hari', 'dukung', 'operasional', 'dapur', 'dan', 'standar', 'gizi', 'demi', 'sajian', 'makan', 'bergizi', 'gratis', 'berkualitas', 'setiap', 'hari', 'bagi', 'anakanak', 'krl', 'commuter', 'line', 'diana', 'pungky', 'jule', 'bekasi', 'yordania', 'yaman']",<FreqDist with 30 samples and 31 outcomes>,"['insentif', 'sppg', 'rp', 'juta', 'dukung', 'operasional', 'dapur', 'standar', 'gizi', 'sajian', 'makan', 'bergizi', 'gratis', 'berkualitas', 'anakanak', 'krl', 'commuter', 'line', 'diana', 'pungky', 'jule', 'bekasi', 'yordania', 'yaman']","['insentif', 'sppg', 'rp', 'juta', 'dukung', 'operasional', 'dapur', 'standar', 'gizi', 'sajian', 'makan', 'bergizi', 'gratis', 'berkualitas', 'anakanak', 'krl', 'commuter', 'line', 'diana', 'pungky', 'jule', 'bekasi', 'yordania', 'yaman']","['insentif', 'sppg', 'rp', 'juta', 'dukung', 'operasional', 'dapur', 'standar', 'gizi', 'saji', 'makan', 'gizi', 'gratis', 'kualitas', 'anakanak', 'krl', 'commuter', 'line', 'ana', 'pungky', 'jule', 'bekas', 'yordania', 'yaman']"
427,428,makan bergizi gratis sangat berarti bagi siswa membantu kecukupan nutrisi sekaligus meringankan beban ekonomi keluarga di rumah secara nyata krl commuter line diana pungky jule bekasi yordania yaman,soofivyn,"['makan', 'bergizi', 'gratis', 'sangat', 'berarti', 'bagi', 'siswa', 'membantu', 'kecukupan', 'nutrisi', 'sekaligus', 'meringankan', 'beban', 'ekonomi', 'keluarga', 'di', 'rumah', 'secara', 'nyata', 'krl', 'commuter', 'line', 'diana', 'pungky', 'jule', 'bekasi', 'yordania', 'yaman']",<FreqDist with 28 samples and 28 outcomes>,"['makan', 'bergizi', 'gratis', 'siswa', 'membantu', 'kecukupan', 'nutrisi', 'meringankan', 'beban', 'ekonomi', 'keluarga', 'rumah', 'nyata', 'krl', 'commuter', 'line', 'diana', 'pungky', 'jule', 'bekasi', 'yordania', 'yaman']","['makan', 'bergizi', 'gratis', 'siswa', 'membantu', 'kecukupan', 'nutrisi', 'meringankan', 'beban', 'ekonomi', 'keluarga', 'rumah', 'nyata', 'krl', 'commuter', 'line', 'diana', 'pungky', 'jule', 'bekasi', 'yordania', 'yaman']","['makan', 'gizi', 'gratis', 'siswa', 'bantu', 'cukup', 'nutrisi', 'ringan', 'beban', 'ekonomi', 'keluarga', 'rumah', 'nyata', 'krl', 'commuter', 'line', 'ana', 'pungky', 'jule', 'bekas', 'yordania', 'yaman']"
428,429,program makan bergizi gratis mbg bukan cuma soal pemenuhan gizi presiden prabowo subianto tegaskan program ini akan terus diperbaiki dan diperluas,andora44,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'bukan', 'cuma', 'soal', 'pemenuhan', 'gizi', 'presiden', 'prabowo', 'subianto', 'tegaskan', 'program', 'ini', 'akan', 'terus', 'diperbaiki', 'dan', 'diperluas']",<FreqDist with 20 samples and 21 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'pemenuhan', 'gizi', 'presiden', 'prabowo', 'subianto', 'tegaskan', 'program', 'diperbaiki', 'diperluas']","['program', 'makan', 'bergizi', 'gratis', 'mbg', 'pemenuhan', 'gizi', 'presiden', 'prabowo', 'subianto', 'tegaskan', 'program', 'diperbaiki', 'diperluas']","['program', 'makan', 'gizi', 'gratis', 'mbg', 'penuh', 'gizi', 'presiden', 'prabowo', 'subianto', 'tegas', 'program', 'baik', 'luas']"
429,430,prodi gizi melejit kepala bgn sebut dampak program mbg makin terasa program makan bergizi gratis mbg tak hanya berdampak pada peningkatan kualitas kesehatan masyarakat tetapi juga mulai mengubah tren di dunia pendidikan kepala badan gizi nasional bgn dadan hindayana,Melihat_Indo,"['prodi', 'gizi', 'melejit', 'kepala', 'bgn', 'sebut', 'dampak', 'program', 'mbg', 'makin', 'terasa', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'tak', 'hanya', 'berdampak', 'pada', 'peningkatan', 'kualitas', 'kesehatan', 'masyarakat', 'tetapi', 'juga', 'mulai', 'mengubah', 'tren', 'di', 'dunia', 'pendidikan', 'kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dadan', 'hindayana']",<FreqDist with 34 samples and 39 outcomes>,"['prodi', 'gizi', 'melejit', 'kepala', 'bgn', 'dampak', 'program', 'mbg', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'berdampak', 'peningkatan', 'kualitas', 'kesehatan', 'masyarakat', 'mengubah', 'tren', 'dunia', 'pendidikan', 'kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dadan', 'hindayana']","['prodi', 'gizi', 'melejit', 'kepala', 'bgn', 'dampak', 'program', 'mbg', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'berdampak', 'peningkatan', 'kualitas', 'kesehatan', 'masyarakat', 'mengubah', 'tren', 'dunia', 'pendidikan', 'kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dadan', 'hindayana']","['prodi', 'gizi', 'lejit', 'kepala', 'bgn', 'dampak', 'program', 'mbg', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'dampak', 'tingkat', 'kualitas', 'sehat', 'masyarakat', 'ubah', 'tren', 'dunia', 'didik', 'kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dad', 'hindayana']"
430,431,mbg kembali makan korban ratusan siswa di klaten diduga keracunan sampai kapan program negara jadi ancaman klaten program makan bergizi gratis mbg kembali menjadi sorotan setelah ratusan siswa dan guru di kecamatan tulung kabupaten klaten diduga mengalami keracunan,papua_muslim95,"['mbg', 'kembali', 'makan', 'korban', 'ratusan', 'siswa', 'di', 'klaten', 'diduga', 'keracunan', 'sampai', 'kapan', 'program', 'negara', 'jadi', 'ancaman', 'klaten', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kembali', 'menjadi', 'sorotan', 'setelah', 'ratusan', 'siswa', 'dan', 'guru', 'di', 'kecamatan', 'tulung', 'kabupaten', 'klaten', 'diduga', 'mengalami', 'keracunan']",<FreqDist with 27 samples and 38 outcomes>,"['mbg', 'makan', 'korban', 'ratusan', 'siswa', 'klaten', 'diduga', 'keracunan', 'program', 'negara', 'ancaman', 'klaten', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'sorotan', 'ratusan', 'siswa', 'guru', 'kecamatan', 'tulung', 'kabupaten', 'klaten', 'diduga', 'mengalami', 'keracunan']","['mbg', 'makan', 'korban', 'ratusan', 'siswa', 'klaten', 'diduga', 'keracunan', 'program', 'negara', 'ancaman', 'klaten', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'sorotan', 'ratusan', 'siswa', 'guru', 'kecamatan', 'tulung', 'kabupaten', 'klaten', 'diduga', 'mengalami', 'keracunan']","['mbg', 'makan', 'korban', 'ratus', 'siswa', 'klaten', 'duga', 'racun', 'program', 'negara', 'ancam', 'klaten', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'sorot', 'ratus', 'siswa', 'guru', 'camat', 'tulung', 'kabupaten', 'klaten', 'duga', 'alami', 'racun']"
431,432,reaksi haru siswa ini bukti mbg sangat berarti program ini nyata membantu ekonomi keluarga dan memastikan anak tetap makan bergizi jule diana pungky andrie perthsanta cmi love infinity yordania yaman collectible card,aliciaaach,"['reaksi', 'haru', 'siswa', 'ini', 'bukti', 'mbg', 'sangat', 'berarti', 'program', 'ini', 'nyata', 'membantu', 'ekonomi', 'keluarga', 'dan', 'memastikan', 'anak', 'tetap', 'makan', 'bergizi', 'jule', 'diana', 'pungky', 'andrie', 'perthsanta', 'cmi', 'love', 'infinity', 'yordania', 'yaman', 'collectible', 'card']",<FreqDist with 31 samples and 32 outcomes>,"['reaksi', 'haru', 'siswa', 'bukti', 'mbg', 'program', 'nyata', 'membantu', 'ekonomi', 'keluarga', 'anak', 'makan', 'bergizi', 'jule', 'diana', 'pungky', 'andrie', 'perthsanta', 'cmi', 'love', 'infinity', 'yordania', 'yaman', 'collectible', 'card']","['reaksi', 'haru', 'siswa', 'bukti', 'mbg', 'program', 'nyata', 'membantu', 'ekonomi', 'keluarga', 'anak', 'makan', 'bergizi', 'jule', 'diana', 'pungky', 'andrie', 'perthsanta', 'cmi', 'suka', 'infinity', 'yordania', 'yaman', 'collectible', 'card']","['reaksi', 'haru', 'siswa', 'bukti', 'mbg', 'program', 'nyata', 'bantu', 'ekonomi', 'keluarga', 'anak', 'makan', 'gizi', 'jule', 'ana', 'pungky', 'andrie', 'perthsanta', 'cmi', 'suka', 'infinity', 'yordania', 'yaman', 'collectible', 'card']"
432,433,program makan bergizi gratis mbg yang dikembangkan pemerintah mulai mendapat pengakuan regional dan dibagikan sebagai praktik terbaik di kawasan asean,NVoxis,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'yang', 'dikembangkan', 'pemerintah', 'mulai', 'mendapat', 'pengakuan', 'regional', 'dan', 'dibagikan', 'sebagai', 'praktik', 'terbaik', 'di', 'kawasan', 'asean']",<FreqDist with 20 samples and 20 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'dikembangkan', 'pemerintah', 'pengakuan', 'regional', 'dibagikan', 'praktik', 'terbaik', 'kawasan', 'asean']","['program', 'makan', 'bergizi', 'gratis', 'mbg', 'dikembangkan', 'pemerintah', 'pengakuan', 'regional', 'dibagikan', 'praktik', 'terbaik', 'kawasan', 'asean']","['program', 'makan', 'gizi', 'gratis', 'mbg', 'kembang', 'perintah', 'aku', 'regional', 'bagi', 'praktik', 'baik', 'kawasan', 'asean']"
433,434,dibilang konyol justru ini program yang nyentuh kebutuhan paling dasar makan bergizi itu bukan hal sepele,Momoyotojaa,"['dibilang', 'konyol', 'justru', 'ini', 'program', 'yang', 'nyentuh', 'kebutuhan', 'paling', 'dasar', 'makan', 'bergizi', 'itu', 'bukan', 'hal', 'sepele']",<FreqDist with 16 samples and 16 outcomes>,"['dibilang', 'konyol', 'program', 'nyentuh', 'kebutuhan', 'dasar', 'makan', 'bergizi', 'sepele']","['dibilang', 'konyol', 'program', 'nyentuh', 'kebutuhan', 'dasar', 'makan', 'bergizi', 'sepele']","['bilang', 'konyol', 'program', 'nyentuh', 'butuh', 'dasar', 'makan', 'gizi', 'sepele']"
434,435,data realtime kini jadi kunci distribusi makan bergizi gratis yang lebih tepat sasaran untuk seluruh anak indonesia demi mewujudkan generasi masa depan yang kuat pond with itsskin mp front camera biore uvxstray kids diana pungky,diandramozanika,"['data', 'realtime', 'kini', 'jadi', 'kunci', 'distribusi', 'makan', 'bergizi', 'gratis', 'yang', 'lebih', 'tepat', 'sasaran', 'untuk', 'seluruh', 'anak', 'indonesia', 'demi', 'mewujudkan', 'generasi', 'masa', 'depan', 'yang', 'kuat', 'pond', 'with', 'itsskin', 'mp', 'front', 'camera', 'biore', 'uvxstray', 'kids', 'diana', 'pungky']",<FreqDist with 34 samples and 35 outcomes>,"['data', 'realtime', 'kunci', 'distribusi', 'makan', 'bergizi', 'gratis', 'sasaran', 'anak', 'indonesia', 'mewujudkan', 'generasi', 'kuat', 'pond', 'with', 'itsskin', 'mp', 'front', 'camera', 'biore', 'uvxstray', 'kids', 'diana', 'pungky']","['data', 'realtime', 'kunci', 'distribusi', 'makan', 'bergizi', 'gratis', 'sasaran', 'anak', 'indonesia', 'mewujudkan', 'generasi', 'kuat', 'pond', 'dengan', 'itsskin', 'mp', 'front', 'camera', 'biore', 'uvxstray', 'kids', 'diana', 'pungky']","['data', 'realtime', 'kunci', 'distribusi', 'makan', 'gizi', 'gratis', 'sasar', 'anak', 'indonesia', 'wujud', 'generasi', 'kuat', 'pond', 'dengan', 'itsskin', 'mp', 'front', 'camera', 'biore', 'uvxstray', 'kids', 'ana', 'pungky']"
435,436,pemerintah menggandeng perguruan tinggi untuk memperluas jangkauan program makanan bergizi gratis melalui dapur berbasis kampus demi menciptakan generasi muda yang jauh lebih sehat dan cerdas pond with itsskin mp front camera biore uvxstray kids diana pungky,diandramozanika,"['pemerintah', 'menggandeng', 'perguruan', 'tinggi', 'untuk', 'memperluas', 'jangkauan', 'program', 'makanan', 'bergizi', 'gratis', 'melalui', 'dapur', 'berbasis', 'kampus', 'demi', 'menciptakan', 'generasi', 'muda', 'yang', 'jauh', 'lebih', 'sehat', 'dan', 'cerdas', 'pond', 'with', 'itsskin', 'mp', 'front', 'camera', 'biore', 'uvxstray', 'kids', 'diana', 'pungky']",<FreqDist with 36 samples and 36 outcomes>,"['pemerintah', 'menggandeng', 'perguruan', 'memperluas', 'jangkauan', 'program', 'makanan', 'bergizi', 'gratis', 'dapur', 'berbasis', 'kampus', 'menciptakan', 'generasi', 'muda', 'sehat', 'cerdas', 'pond', 'with', 'itsskin', 'mp', 'front', 'camera', 'biore', 'uvxstray', 'kids', 'diana', 'pungky']","['pemerintah', 'menggandeng', 'perguruan', 'memperluas', 'jangkauan', 'program', 'makanan', 'bergizi', 'gratis', 'dapur', 'berbasis', 'kampus', 'menciptakan', 'generasi', 'muda', 'sehat', 'cerdas', 'pond', 'dengan', 'itsskin', 'mp', 'front', 'camera', 'biore', 'uvxstray', 'kids', 'diana', 'pungky']","['perintah', 'gandeng', 'guru', 'luas', 'jangkau', 'program', 'makan', 'gizi', 'gratis', 'dapur', 'bas', 'kampus', 'cipta', 'generasi', 'muda', 'sehat', 'cerdas', 'pond', 'dengan', 'itsskin', 'mp', 'front', 'camera', 'biore', 'uvxstray', 'kids', 'ana', 'pungky']"
436,437,kopi program makan gratis ini bantu banget warga kecil jangan dirusak pakai isu sapi yang nggak jelas juntrungannya itu cuma simulasi perencanaan dapur realitanya menu tetap variatif dan bergizi seimbang,bradtherwage,"['kopi', 'program', 'makan', 'gratis', 'ini', 'bantu', 'banget', 'warga', 'kecil', 'jangan', 'dirusak', 'pakai', 'isu', 'sapi', 'yang', 'nggak', 'jelas', 'juntrungannya', 'itu', 'cuma', 'simulasi', 'perencanaan', 'dapur', 'realitanya', 'menu', 'tetap', 'variatif', 'dan', 'bergizi', 'seimbang']",<FreqDist with 30 samples and 30 outcomes>,"['kopi', 'program', 'makan', 'gratis', 'bantu', 'banget', 'warga', 'dirusak', 'pakai', 'isu', 'sapi', 'nggak', 'juntrungannya', 'simulasi', 'perencanaan', 'dapur', 'realitanya', 'menu', 'variatif', 'bergizi', 'seimbang']","['kopi', 'program', 'makan', 'gratis', 'bantu', 'sekali', 'warga', 'dirusak', 'pakai', 'isu', 'sapi', 'tidak', 'juntrungannya', 'simulasi', 'perencanaan', 'dapur', 'realitanya', 'menu', 'variatif', 'bergizi', 'seimbang']","['kopi', 'program', 'makan', 'gratis', 'bantu', 'sekali', 'warga', 'rusak', 'pakai', 'isu', 'sapi', 'tidak', 'juntrung', 'simulasi', 'rencana', 'dapur', 'realitanya', 'menu', 'variatif', 'gizi', 'imbang']"
437,438,presiden prabowo subianto menegaskan komitmen melanjutkan program makan bergizi gratis mbg hingga tuntas program ini dinilai berdampak bagi petani dan nelayan karena memberi kepastian pasar baca selengkapnya rk,kompascom,"['presiden', 'prabowo', 'subianto', 'menegaskan', 'komitmen', 'melanjutkan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'hingga', 'tuntas', 'program', 'ini', 'dinilai', 'berdampak', 'bagi', 'petani', 'dan', 'nelayan', 'karena', 'memberi', 'kepastian', 'pasar', 'baca', 'selengkapnya', 'rk']",<FreqDist with 27 samples and 28 outcomes>,"['presiden', 'prabowo', 'subianto', 'komitmen', 'melanjutkan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'tuntas', 'program', 'dinilai', 'berdampak', 'petani', 'nelayan', 'kepastian', 'pasar', 'baca', 'selengkapnya', 'rk']","['presiden', 'prabowo', 'subianto', 'komitmen', 'melanjutkan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'tuntas', 'program', 'dinilai', 'berdampak', 'petani', 'nelayan', 'kepastian', 'pasar', 'baca', 'selengkapnya', 'rk']","['presiden', 'prabowo', 'subianto', 'komitmen', 'lanjut', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'tuntas', 'program', 'nilai', 'dampak', 'tani', 'nelayan', 'pasti', 'pasar', 'baca', 'lengkap', 'rk']"
